Country,Year,Military_Expenditure_USD,Military_Expenditure_pct_Govt,Military_Expenditure_pct_GDP,GDP_USD,GDP_per_Capita_USD,Political_Stability_Index,Military_Expenditure_missing,Political_Stability_missing,Military_Expenditure_pct_Govt_missing,Country_clean,Continent,Military_Expenditure_YoY,Military_Expenditure_YoY_Clipped,Score_Expenditure,Score_Growth,Score_pctGovt,Score_Politics,Total_Score
,1998,83.14724557745805,0.06394743883223832,6.004199866194066e-09,1384818084514.62,,0.0,0,1,0,Lao People's Democratic Republic,Asia,-31.837357788336217,-31.837357788336217,0.00026167005448531327,9.449398285491495e-05,0.11254331504878957,0.5011652265385944,0.07275820188026796
,1999,36.65803360860581,0.06836602104273891,3.320945718545963e-09,1103843203575.64,,0.0,0,1,0,Lao People's Democratic Republic,Asia,-55.911908621848404,-50.0,0.00011527546180790069,4.192054336530683e-05,0.12031973110025851,0.5011652265385944,0.0742391552216439
,2000,29.02491738416416,0.03849151674718936,3.3213767717629496e-09,873882109097.73,,0.0,0,1,0,Lao People's Democratic Republic,Asia,-20.822492297158323,-20.822492297158323,9.12387682781163e-05,0.00011854798778282875,0.06774255505915253,0.5011652265385944,0.06373709356933605
,2001,28.01662344079442,0.03583830114994478,7.032904212652055e-09,398364922849.27,,0.0,0,1,0,Lao People's Democratic Republic,Asia,-3.4738908298145965,-3.4738908298145965,8.806364925829697e-05,0.00015643345679033758,0.06307306892638621,0.5011652265385944,0.0628132919358771
,2002,25.8640810127186,0.03513533826776061,2.017878389346432e-09,1281746271196.04,,0.0,0,1,0,Lao People's Democratic Republic,Asia,-7.683090121922209,-7.683090121922209,8.128529018027821e-05,0.0001472415060946146,0.06183590017401744,0.5011652265385944,0.06256038925656343
,2003,22.66784549679767,0.03068451781547322,6.2605372038796304e-09,362075086507.76,,0.0,0,1,0,Lao People's Democratic Republic,Asia,-12.357815900550218,-12.357815900550218,7.12203401276117e-05,0.00013703294957562444,0.05400274692293137,0.5011652265385944,0.06098667005936945
,2004,21.45526538949355,0.03196341515302255,2.046750736478107e-09,1048259810396.46,,0.0,0,1,0,Lao People's Democratic Republic,Asia,-5.349339916206075,-5.349339916206075,6.74019236955058e-05,0.00015233789506039695,0.056253522694459386,0.5011652265385944,0.06143988933074764
,2005,20.97484869995952,0.02560181843190368,1.8021362316099475e-09,1163888075277.2798,,0.0,0,1,0,Lao People's Democratic Republic,Asia,-2.239155194832909,-2.239155194832909,6.588909087685344e-05,0.00015912984351174677,0.04505752802958334,0.5011652265385944,0.059202122849180375
,2006,21.03728383060184,0.02331581125162013,2.0619429890379256e-09,1020265057882.01,,0.0,0,1,0,Lao People's Democratic Republic,Asia,0.29766665559995964,0.29766665559995964,6.608569918945007e-05,0.00016466969557262076,0.04103430472318338,0.5011652265385944,0.05839921878684368
,2007,21.02224550509453,0.02066219357966921,1.812972108155608e-09,1159545996903.455,,0.0,0,1,0,Lao People's Democratic Republic,Asia,-0.07148415940195774,-0.07148415940195774,6.603834348166419e-05,0.00016386355268051633,0.036364110965198995,0.5011652265385944,0.057464919250096065
,2008,19.49790636153067,0.01705606860316494,1.4170583122449146e-09,1375942414863.785,,0.0,0,1,0,Lao People's Democratic Republic,Asia,-7.251076690139746,-7.251076690139746,6.123819741393173e-05,0.00014818492689492698,0.030017566572690387,0.5011652265385944,0.05618898672543157
,2009,16.28808131768793,0.01080398832406627,1.1991903122436083e-09,1358256579576.095,,0.0,0,1,0,Lao People's Democratic Republic,Asia,-16.4624087546944,-16.4624087546944,5.113045391907642e-05,0.00012806943596579043,0.019014313691729044,0.5011652265385944,0.05397825840456262
,2010,16.3792304525271,0.00913161952413336,4.463122111106212e-09,366990417129.04,,0.0,0,1,0,Lao People's Democratic Republic,Asia,0.5596063346036129,0.5596063346036129,5.141748267053427e-05,0.00016524171330035574,0.016071053849495455,0.5011652265385944,0.053400872930816856
,2011,18.32729396731266,0.01050684713986276,1.4912196598265149e-09,1229013703416.76,,0.0,0,1,0,Lao People's Democratic Republic,Asia,11.893498418205596,11.893498418205596,5.7551937368278665e-05,0.00018999240101867228,0.018491364617951173,0.5011652265385944,0.05389481407270259
,2012,18.74527519496113,0.008068561182842396,1.4083657600015027e-09,1330994811670.31,,0.0,0,1,0,Lao People's Democratic Republic,Asia,2.280648896634463,2.280648896634463,5.886816083124896e-05,0.000169000085683695,0.01420014061193765,0.5011652265385944,0.05303079806628458
,2013,19.29783856014857,0.007834076328998858,2.99646891181245e-09,644019315003.54,,0.0,0,1,0,Lao People's Democratic Republic,Asia,2.9477474160313877,2.9477474160313877,6.0608183631146564e-05,0.00017045687978488756,0.013787462586637619,0.5011652265385944,0.052949395508574894
,1980,1990.293730095534,0.0,3.8514633388087975e-05,5167629950.0,,0.0,0,1,1,Lebanon,Asia,,0.0,0.0062672769674234005,,0.0,0.5011652265385944,
,1981,1565.266406109201,0.0,2.0701022391773915e-05,7561300000.0,,0.0,0,1,1,Lebanon,Asia,-21.355004920099496,-21.355004920099496,0.004928865337356657,0.00011738509920587224,0.0,0.5011652265385944,0.05212328431856387
,1982,950.1422138425298,0.0,1.5986375149829305e-05,5943450000.0,,0.0,0,1,1,Lebanon,Asia,-39.298370543560814,-39.298370543560814,0.002991838406609029,7.820079818324188e-05,0.0,0.5011652265385944,0.05133671825595803
,1983,1691.550601715339,0.0,1.851663946101453e-05,9135300200.0,,0.0,0,1,1,Lebanon,Asia,78.03130700555162,78.03130700555162,0.005326534443680545,0.0003344225962812127,0.0,0.5011652265385944,0.05234746321021602
,1984,1993.415170888816,0.0,1.7193506735283904e-05,11594000000.0,,0.0,0,1,1,Lebanon,Asia,17.845435357793438,17.845435357793438,0.006277106388791208,0.00020299010131652386,0.0,0.5011652265385944,0.05268826223977088
,1985,1422.500220813788,0.0,1.324649155136185e-05,10738694206.675,,0.0,0,1,1,Lebanon,Asia,-28.640042396209452,-28.640042396209452,0.0044792944227446145,0.00010147620522158022,0.0,0.5011652265385944,0.051938683284523765
,1986,1109.509105553103,0.0,4.4561105126749796e-07,248985994040.59,,0.0,0,1,1,Lebanon,Asia,-22.002886936750578,-22.002886936750578,0.003493684968642949,0.00011597026965269125,0.0,0.5011652265385944,0.05154878772221243
